 ,Area,Mean,Min,Max,%Area
1147,1,255,255,255,100
1148,143,255,255,255,100
1149,1,255,255,255,100
1150,2,255,255,255,100
1151,3,255,255,255,100
1152,1,255,255,255,100
1153,1,255,255,255,100
1154,1,255,255,255,100
1155,2,255,255,255,100
1156,1,255,255,255,100
1157,1,255,255,255,100
1158,1,255,255,255,100
1159,1,255,255,255,100
1160,1,255,255,255,100
1161,1,255,255,255,100
1162,1,255,255,255,100
1163,1,255,255,255,100
1164,1,255,255,255,100
1165,11,255,255,255,100
1166,1,255,255,255,100
1167,1,255,255,255,100
1168,2,255,255,255,100
1169,1,255,255,255,100
1170,1,255,255,255,100
1171,1,255,255,255,100
1172,54,255,255,255,100
1173,1,255,255,255,100
1174,1,255,255,255,100
1175,62,255,255,255,100
1176,25,255,255,255,100
1177,9,255,255,255,100
1178,2,255,255,255,100
1179,4,255,255,255,100
1180,1,255,255,255,100
1181,7,255,255,255,100
1182,1,255,255,255,100
1183,1,255,255,255,100
1184,4,255,255,255,100
1185,1,255,255,255,100
1186,117,255,255,255,100
1187,2,255,255,255,100
1188,1,255,255,255,100
1189,1,255,255,255,100
1190,1,255,255,255,100
1191,1,255,255,255,100
1192,1,255,255,255,100
1193,1,255,255,255,100
1194,2,255,255,255,100
1195,84,255,255,255,100
1196,52,255,255,255,100
1197,1,255,255,255,100
1198,1,255,255,255,100
1199,1,255,255,255,100
1200,1,255,255,255,100
1201,2,255,255,255,100
1202,1,255,255,255,100
1203,172,255,255,255,100
1204,9,255,255,255,100
1205,8,255,255,255,100
1206,1,255,255,255,100
1207,42,255,255,255,100
1208,1,255,255,255,100
1209,1,255,255,255,100
1210,1,255,255,255,100
1211,86,255,255,255,100
1212,83,255,255,255,100
1213,1,255,255,255,100
1214,33,255,255,255,100
1215,1,255,255,255,100
1216,2,255,255,255,100
1217,2,255,255,255,100
1218,113,255,255,255,100
1219,85,255,255,255,100
1220,6,255,255,255,100
1221,1,255,255,255,100
1222,23,255,255,255,100
1223,1,255,255,255,100
1224,163,255,255,255,100
1225,1,255,255,255,100
1226,1,255,255,255,100
1227,1,255,255,255,100
1228,1,255,255,255,100
1229,1,255,255,255,100
1230,1,255,255,255,100
1231,3,255,255,255,100
1232,129,255,255,255,100
1233,1,255,255,255,100
1234,2,255,255,255,100
1235,62,255,255,255,100
1236,1,255,255,255,100
1237,1,255,255,255,100
1238,1,255,255,255,100
1239,1,255,255,255,100
1240,1,255,255,255,100
1241,3,255,255,255,100
1242,4,255,255,255,100
1243,3,255,255,255,100
1244,1,255,255,255,100
1245,1,255,255,255,100
1246,1,255,255,255,100
1247,3,255,255,255,100
1248,1,255,255,255,100
1249,1,255,255,255,100
1250,1,255,255,255,100
1251,58,255,255,255,100
1252,1,255,255,255,100
1253,5,255,255,255,100
1254,1,255,255,255,100
1255,11,255,255,255,100
1256,1,255,255,255,100
1257,240,255,255,255,100
1258,1,255,255,255,100
1259,2,255,255,255,100
1260,2,255,255,255,100
1261,2,255,255,255,100
1262,1,255,255,255,100
1263,34,255,255,255,100
1264,1,255,255,255,100
1265,1,255,255,255,100
1266,1,255,255,255,100
1267,30,255,255,255,100
1268,1,255,255,255,100
1269,52,255,255,255,100
1270,110,255,255,255,100
1271,1,255,255,255,100
1272,1,255,255,255,100
1273,1,255,255,255,100
1274,1,255,255,255,100
1275,1,255,255,255,100
1276,3,255,255,255,100
1277,5,255,255,255,100
1278,1,255,255,255,100
1279,3,255,255,255,100
1280,34,255,255,255,100
1281,2,255,255,255,100
1282,7,255,255,255,100
1283,1,255,255,255,100
1284,1,255,255,255,100
1285,1,255,255,255,100
1286,1,255,255,255,100
1287,1,255,255,255,100
1288,1,255,255,255,100
1289,2,255,255,255,100
1290,66,255,255,255,100
1291,11,255,255,255,100
1292,3,255,255,255,100
1293,161,255,255,255,100
1294,15,255,255,255,100
1295,50,255,255,255,100
1296,3,255,255,255,100
1297,1,255,255,255,100
1298,3,255,255,255,100
1299,1,255,255,255,100
1300,1,255,255,255,100
1301,1,255,255,255,100
1302,1,255,255,255,100
1303,2,255,255,255,100
1304,1,255,255,255,100
1305,1,255,255,255,100
1306,1,255,255,255,100
1307,3,255,255,255,100
1308,2,255,255,255,100
1309,1,255,255,255,100
1310,1,255,255,255,100
1311,5,255,255,255,100
1312,1,255,255,255,100
1313,1,255,255,255,100
1314,2,255,255,255,100
1315,4,255,255,255,100
1316,1,255,255,255,100
1317,1,255,255,255,100
1318,1,255,255,255,100
1319,1,255,255,255,100
1320,1,255,255,255,100
1321,1,255,255,255,100
1322,37,255,255,255,100
1323,2,255,255,255,100
1324,3,255,255,255,100
1325,1,255,255,255,100
1326,2,255,255,255,100
1327,2,255,255,255,100
1328,1,255,255,255,100
1329,1,255,255,255,100
1330,1,255,255,255,100
1331,1,255,255,255,100
1332,1,255,255,255,100
1333,75,255,255,255,100
1334,1,255,255,255,100
1335,2,255,255,255,100
1336,1,255,255,255,100
1337,1,255,255,255,100
1338,210,255,255,255,100
1339,1,255,255,255,100
1340,1,255,255,255,100
1341,1,255,255,255,100
1342,3,255,255,255,100
1343,1,255,255,255,100
1344,91,255,255,255,100
1345,1,255,255,255,100
1346,1,255,255,255,100
1347,1,255,255,255,100
1348,3,255,255,255,100
1349,1,255,255,255,100
1350,2,255,255,255,100
1351,1,255,255,255,100
1352,2,255,255,255,100
1353,2,255,255,255,100
1354,1,255,255,255,100
1355,2,255,255,255,100
1356,17,255,255,255,100
1357,1,255,255,255,100
1358,1,255,255,255,100
1359,1,255,255,255,100
1360,74,255,255,255,100
1361,1,255,255,255,100
1362,7,255,255,255,100
1363,106,255,255,255,100
1364,1,255,255,255,100
1365,1,255,255,255,100
1366,2,255,255,255,100
1367,1,255,255,255,100
1368,1,255,255,255,100
1369,1,255,255,255,100
1370,1,255,255,255,100
1371,6,255,255,255,100
1372,1,255,255,255,100
1373,24,255,255,255,100
1374,1,255,255,255,100
1375,1,255,255,255,100
1376,1,255,255,255,100
1377,3,255,255,255,100
1378,1,255,255,255,100
1379,1,255,255,255,100
1380,1,255,255,255,100
1381,2,255,255,255,100
1382,1,255,255,255,100
1383,1,255,255,255,100
1384,1,255,255,255,100
1385,1,255,255,255,100
1386,8,255,255,255,100
1387,1,255,255,255,100
1388,1,255,255,255,100
1389,1,255,255,255,100
1390,1,255,255,255,100
1391,1,255,255,255,100
1392,2,255,255,255,100
1393,1,255,255,255,100
1394,1,255,255,255,100
1395,2,255,255,255,100
1396,1,255,255,255,100
1397,1,255,255,255,100
1398,1,255,255,255,100
1399,1,255,255,255,100
1400,4,255,255,255,100
1401,37,255,255,255,100
1402,42,255,255,255,100
1403,1,255,255,255,100
1404,1,255,255,255,100
1405,1,255,255,255,100
1406,1,255,255,255,100
1407,2,255,255,255,100
1408,7,255,255,255,100
1409,1,255,255,255,100
1410,1,255,255,255,100
1411,1,255,255,255,100
1412,1,255,255,255,100
1413,2,255,255,255,100
1414,2,255,255,255,100
1415,1,255,255,255,100
1416,2,255,255,255,100
1417,164,255,255,255,100
1418,3,255,255,255,100
1419,1,255,255,255,100
1420,1,255,255,255,100
1421,1,255,255,255,100
1422,3,255,255,255,100
1423,9,255,255,255,100
1424,1,255,255,255,100
1425,1,255,255,255,100
1426,1,255,255,255,100
1427,1,255,255,255,100
1428,91,255,255,255,100
1429,1,255,255,255,100
1430,1,255,255,255,100
1431,8,255,255,255,100
1432,2,255,255,255,100
1433,1,255,255,255,100
1434,1,255,255,255,100
1435,3,255,255,255,100
1436,1,255,255,255,100
1437,1,255,255,255,100
1438,1,255,255,255,100
1439,25,255,255,255,100
1440,2,255,255,255,100
1441,1,255,255,255,100
1442,1,255,255,255,100
1443,1,255,255,255,100
1444,1,255,255,255,100
1445,1,255,255,255,100
1446,1,255,255,255,100
1447,2,255,255,255,100
1448,1,255,255,255,100
1449,1,255,255,255,100
1450,49,255,255,255,100
1451,3,255,255,255,100
1452,1,255,255,255,100
1453,3,255,255,255,100
1454,1,255,255,255,100
1455,1,255,255,255,100
1456,1,255,255,255,100
1457,1,255,255,255,100
1458,1,255,255,255,100
1459,1,255,255,255,100
1460,2,255,255,255,100
1461,1,255,255,255,100
1462,3,255,255,255,100
1463,1,255,255,255,100
1464,1,255,255,255,100
1465,1,255,255,255,100
1466,1,255,255,255,100
1467,1,255,255,255,100
1468,1,255,255,255,100
1469,3,255,255,255,100
1470,1,255,255,255,100
1471,1,255,255,255,100
1472,44,255,255,255,100
1473,1,255,255,255,100
1474,1,255,255,255,100
1475,1,255,255,255,100
1476,2,255,255,255,100
1477,2,255,255,255,100
1478,1,255,255,255,100
1479,1,255,255,255,100
1480,1,255,255,255,100
1481,1,255,255,255,100
1482,1,255,255,255,100
1483,200,255,255,255,100
1484,1,255,255,255,100
1485,1,255,255,255,100
1486,1,255,255,255,100
1487,2,255,255,255,100
1488,1,255,255,255,100
1489,1,255,255,255,100
1490,2,255,255,255,100
1491,1,255,255,255,100
1492,4,255,255,255,100
1493,2,255,255,255,100
1494,1,255,255,255,100
1495,2,255,255,255,100
1496,1,255,255,255,100
1497,1,255,255,255,100
1498,1,255,255,255,100
1499,1,255,255,255,100
1500,3,255,255,255,100
1501,1,255,255,255,100
1502,1,255,255,255,100
1503,1,255,255,255,100
1504,5,255,255,255,100
1505,2,255,255,255,100
1506,1,255,255,255,100
1507,1,255,255,255,100
1508,1,255,255,255,100
1509,18,255,255,255,100
1510,1,255,255,255,100
1511,1,255,255,255,100
1512,4,255,255,255,100
1513,1,255,255,255,100
1514,1,255,255,255,100
1515,1,255,255,255,100
1516,1,255,255,255,100
1517,1,255,255,255,100
1518,1,255,255,255,100
1519,75,255,255,255,100
1520,1,255,255,255,100
1521,1,255,255,255,100
1522,1,255,255,255,100
1523,10,255,255,255,100
1524,1,255,255,255,100
1525,2,255,255,255,100
1526,1,255,255,255,100
1527,1,255,255,255,100
1528,1,255,255,255,100
1529,2,255,255,255,100
1530,1,255,255,255,100
1531,1,255,255,255,100
1532,1,255,255,255,100
1533,1,255,255,255,100
1534,1,255,255,255,100
1535,1,255,255,255,100
1536,2,255,255,255,100
1537,1,255,255,255,100
1538,2,255,255,255,100
1539,1,255,255,255,100
1540,1,255,255,255,100
1541,1,255,255,255,100
1542,1,255,255,255,100
1543,1,255,255,255,100
1544,2,255,255,255,100
1545,1,255,255,255,100
1546,1,255,255,255,100
1547,1,255,255,255,100
1548,1,255,255,255,100
1549,7,255,255,255,100
1550,2,255,255,255,100
1551,1,255,255,255,100
1552,3,255,255,255,100
1553,1,255,255,255,100
1554,3,255,255,255,100
1555,2,255,255,255,100
1556,1,255,255,255,100
1557,1,255,255,255,100
1558,1,255,255,255,100
1559,1,255,255,255,100
1560,1,255,255,255,100
1561,1,255,255,255,100
1562,4,255,255,255,100
1563,1,255,255,255,100
1564,1,255,255,255,100
1565,4,255,255,255,100
1566,5,255,255,255,100
1567,1,255,255,255,100
1568,2,255,255,255,100
1569,1,255,255,255,100
1570,2,255,255,255,100
1571,1,255,255,255,100
1572,1,255,255,255,100
1573,1,255,255,255,100
1574,1,255,255,255,100
1575,1,255,255,255,100
1576,1,255,255,255,100
1577,1,255,255,255,100
1578,6,255,255,255,100
1579,1,255,255,255,100
1580,1,255,255,255,100
1581,1,255,255,255,100
1582,1,255,255,255,100
1583,1,255,255,255,100
1584,2,255,255,255,100
1585,2,255,255,255,100
1586,1,255,255,255,100
1587,1,255,255,255,100
1588,1,255,255,255,100
1589,1,255,255,255,100
1590,1,255,255,255,100
1591,1,255,255,255,100
1592,1,255,255,255,100
1593,2,255,255,255,100
1594,1,255,255,255,100
1595,1,255,255,255,100
1596,9,255,255,255,100
1597,1,255,255,255,100
1598,1,255,255,255,100
1599,1,255,255,255,100
1600,1,255,255,255,100
1601,2,255,255,255,100
1602,1,255,255,255,100
1603,3,255,255,255,100
1604,3,255,255,255,100
1605,2,255,255,255,100
1606,1,255,255,255,100
1607,2,255,255,255,100
1608,22,255,255,255,100
1609,2,255,255,255,100
1610,1,255,255,255,100
1611,1,255,255,255,100
1612,1,255,255,255,100
1613,1,255,255,255,100
1614,2,255,255,255,100
1615,1,255,255,255,100
1616,1,255,255,255,100
1617,1,255,255,255,100
1618,5,255,255,255,100
1619,1,255,255,255,100
1620,1,255,255,255,100
1621,1,255,255,255,100
1622,1,255,255,255,100
1623,1,255,255,255,100
1624,1,255,255,255,100
1625,1,255,255,255,100
1626,41,255,255,255,100
1627,1,255,255,255,100
1628,4,255,255,255,100
1629,2,255,255,255,100
1630,5,255,255,255,100
1631,1,255,255,255,100
1632,4,255,255,255,100
1633,1,255,255,255,100
1634,1,255,255,255,100
1635,1,255,255,255,100
1636,1,255,255,255,100
1637,1,255,255,255,100
1638,2,255,255,255,100
1639,1,255,255,255,100
1640,1,255,255,255,100
1641,1,255,255,255,100
1642,1,255,255,255,100
1643,5,255,255,255,100
1644,23,255,255,255,100
1645,23,255,255,255,100
1646,3,255,255,255,100
1647,1,255,255,255,100
1648,35,255,255,255,100
1649,1,255,255,255,100
1650,1,255,255,255,100
1651,1,255,255,255,100
1652,1,255,255,255,100
1653,2,255,255,255,100
1654,8,255,255,255,100
1655,1,255,255,255,100
1656,1,255,255,255,100
1657,28,255,255,255,100
1658,1,255,255,255,100
1659,1,255,255,255,100
1660,1,255,255,255,100
1661,1,255,255,255,100
1662,1,255,255,255,100
1663,1,255,255,255,100
1664,14,255,255,255,100
1665,1,255,255,255,100
1666,1,255,255,255,100
1667,1,255,255,255,100
1668,1,255,255,255,100
1669,1,255,255,255,100
1670,2,255,255,255,100
1671,3,255,255,255,100
1672,48,255,255,255,100
1673,1,255,255,255,100
1674,1,255,255,255,100
1675,3,255,255,255,100
1676,1,255,255,255,100
1677,8,255,255,255,100
1678,3,255,255,255,100
1679,1,255,255,255,100
1680,1,255,255,255,100
1681,1,255,255,255,100
1682,12,255,255,255,100
1683,3,255,255,255,100
1684,4,255,255,255,100
1685,1,255,255,255,100
1686,1,255,255,255,100
1687,1,255,255,255,100
1688,1,255,255,255,100
1689,20,255,255,255,100
1690,2,255,255,255,100
1691,2,255,255,255,100
1692,1,255,255,255,100
1693,1,255,255,255,100
1694,1,255,255,255,100
1695,1,255,255,255,100
1696,1,255,255,255,100
1697,1,255,255,255,100
1698,1,255,255,255,100
1699,3,255,255,255,100
1700,1,255,255,255,100
1701,1,255,255,255,100
1702,19,255,255,255,100
1703,3,255,255,255,100
1704,3,255,255,255,100
1705,3,255,255,255,100
1706,1,255,255,255,100
1707,2,255,255,255,100
1708,1,255,255,255,100
1709,1,255,255,255,100
1710,7,255,255,255,100
1711,1,255,255,255,100
1712,7,255,255,255,100
1713,7,255,255,255,100
1714,1,255,255,255,100
1715,1,255,255,255,100
1716,10,255,255,255,100
1717,1,255,255,255,100
1718,1,255,255,255,100
1719,13,255,255,255,100
1720,1,255,255,255,100
1721,8,255,255,255,100
1722,33,255,255,255,100
1723,1,255,255,255,100
1724,5,255,255,255,100
1725,14,255,255,255,100
1726,1,255,255,255,100
1727,1,255,255,255,100
1728,1,255,255,255,100
1729,38,255,255,255,100
1730,1,255,255,255,100
1731,1,255,255,255,100
1732,1,255,255,255,100
1733,1,255,255,255,100
1734,2,255,255,255,100
1735,7,255,255,255,100
1736,1,255,255,255,100
1737,1,255,255,255,100
1738,3,255,255,255,100
1739,2,255,255,255,100
1740,1,255,255,255,100
1741,1,255,255,255,100
1742,6,255,255,255,100
